Name	Type	Category	Base Power	Accuracy	Priority	Description	Max PP	Makes Contact?	Level	Range	Natural Users	Flavor Text	Porting Status	Meta
Focus Punch	Fighting	Physical	150	20	-3	The user of Focus Punch will tighten its focus and prepare a devastating punch. The punch does not strike until the beginning of the user's next turn. If any regular Move directly hits the focused Pokémon, it loses its focus does not carry out the attack. If no direct hits are made, Focus Punch attacks as normal.	20	Yes	52	Single adjacent Pokémon	11	The user focuses its mind before launching a punch. This move fails if the user is hit before it is used.	OK?	Simplified priority rules a bit, although now this seems too easy to disrupt. Make the flinch chance a 50% roll instead of happening on any incoming hit?
Follow Me	Normal	Status			2	All enemies of the user are unable to target a Pokémon other than the user for one full turn. They are not compelled to attack the user, but they cannot choose an alternative target either. Moves which target terrain, have an area of effect, or which already decided their target before Follow Me was used are unaffected. This Move has higher priority than most other Moves.	20	No	25	Self	6	The user draws attention to itself, making all targets take aim only at the user.	OK?	
Force Palm	Fighting	Physical	60	20	0	Force Palm deals damage and has a 30% chance (a d20 rolls 15 or higher) of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed.	10	Yes	25	Single adjacent Pokémon	5	The target is attacked with a shock wave. This may also leave the target with paralysis.	OK	
Foresight	Normal	Status			0	Resets opponent's Evasiveness, Normal-type and Fighting-type attacks can now hit Ghosts, and Ghost-type attacks hit Normal.	40	No	4	Single Pokémon within view	29	Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.	OK	
Forest's Curse	Grass	Status			0	Forest's Curse adds the Grass type to the target until the end of the battle. If the target is dual-typed they essentially become a triple-typed Pokémon. It fails if one of the Pokémon's types is already Grass. If the target is under the effect of Trick-or-Treat the Ghost type is replaced by Grass.	20	No	52	Single Pokémon within 10m	2	The user puts a forest curse on the target. The target is now Grass type as well.	OK	
Foul Play	Dark	Physical	95	20	0	Foul Play uses the opponent's Attack stat instead of the user's in damage calculation. In other words, the move acts as if the target is attacking themselves, and thus is more powerful when the opponent has higher Attack.	15	Yes	46	Single adjacent Pokémon	16	The user turns the target’s power against it. The higher the target’s Attack stat, the greater the damage it deals.	OK	
Freeze Shock	Ice	Physical	140	18	0	The user of Freeze Shock will charge on the first turn. On the second turn, it deals damage, uses that turn's action (but not movement), and has a 30% chance (a d20 rolls 15 or higher) of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. If the user is holding a Power Herb, Freeze Shock executes in one turn. This Move's target is determined at the time the attack fires, not when the Move is first used.	5	No	80	5m diameter circle within 10m	1	On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis.	OK	Changed to AOE and tweaked targeting rules (similar to Solar Beam) so it can't be dodged easily
Freeze-Dry	Ice	Special	70	20	0	Freeze-Dry deals damage and has a 10% chance (a d20 rolls 19 or higher) of freezing the target. In addition to Ice's usual type advantages, this move also has +20 power against Water types	20	No	36	Single adjacent Pokémon	15	The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types.	OK	Simplified the super effective mechanic
Freezing Glare	Psychic	Special	90	20	0	10% chance (a d20 rolls 19 or higher) to freeze opponent.	10	No	45	Single Pokémon within view	1	The user shoots its psychic power from its eyes to attack. This may also leave the target frozen.	OK	
Frenzy Plant	Grass	Special	150	18	0	User must recharge next turn.	5	No		Single Pokémon within 10m	0	The user slams the target with the roots of an enormous tree. The user can’t move on the next turn.	OK	
Frost Breath	Ice	Special	60	18	0	Frost Breath deals damage and always results in a critical hit, increasing its power to 90. Pokémon with the abilities Battle Armor or Shell Armor, or those under the effect of Lucky Chant are immune to critical hits so Frost Breath will hit them with base power 60.	10	No	30	Single Pokémon within 10m	5	The user blows its cold breath on the target. This attack always results in a critical hit.	OK	
Frustration	Normal	Physical	100	20	0	The power of Frustration is higher when the Pokémon likes its trainer less. The base power varies between 1 (maximum Friendship) and 102 (minimum Friendship). The exact formula is: Power = (255 - Friendship) ÷ 2.5 Pokémon Friendship (aka Happiness) is a value between 0 and 255 (more details). Frustration is the counterpart move to Return.	20	Yes	1	Single adjacent Pokémon	1	This full-power attack grows more powerful the less the user likes its Trainer.	Broken	Friendship is illegal now
Fury Attack	Normal	Physical	15	17	0	Fury Attack hits 1d4+1 times per turn used. See rules on "Multi-Hit Moves" for details.	20	Yes	12	One or more adjacent Pokémon	17	The target is jabbed repeatedly with a horn or beak two to five times in a row.	OK	
Fury Cutter	Bug	Agility	40	19	0	Fury Cutter deals damage starting at base power 40, and for each successful consecutive hit doubles in power, up to a maximum base power of 160. If the move misses for any reason, the base power resets to 40. This is not a multi-hit Move; each attack happens on its own turn.	20	Yes	1	Single adjacent Pokémon	36	The target is slashed with scythes or claws. This attack becomes more powerful if it hits in succession.	OK	
Fury Swipes	Normal	Physical	18	16	0	Fury Swipes hits 1d4+1 times per turn used. See rules on "Multi-Hit Moves" for details.	15	Yes	15	One or more adjacent Pokémon	47	The target is raked with sharp claws or scythes quickly two to five times in a row.	OK	
Fusion Bolt	Electric	Physical	100	20	0	Fusion Bolt deals damage, and its power doubles to 200 if Fusion Flare has been used since the end of the user's last turn	5	No	48	5m diameter circle within 50m	2	The user throws down a giant lightning bolt. This move’s power is increased when influenced by an enormous flame.	OK	reinterpreted turn rules
Fusion Flare	Fire	Special	100	20	0	Fusion Flare deals damage, and its power doubles to 200 if Fusion Bolt has been used since the end of the user's last turn. If the user is frozen, Fusion Flare can be used and will thaw out the Pokémon before attacking.	5	No	48	5m diameter circle within 50m	2	The user brings down a giant flame. This move’s power is increased when influenced by an enormous lightning bolt.	OK	added AOE effect
Future Sight	Psychic	Special	120	20	0	The user of Future Sight foresees an attack which does not hit until the beginning of the user's 2nd turn after the Move is used. The target is fixed at the beginning of the Move, but damage and accuracy are calculated when the attack lands. Future Sight cannot be stopped by Protect, Detect, Endure or the Wonder Guard ability, and is unaffected by range, movement, or accuracy decreases due to weather or terrain. This Move may only be active once per user at a time.	10	No	52	Single Pokémon within view	43	Two turns after this move is used, a hunk of psychic energy attacks the target.	OK?	Nerfed a bit by only allowing one at a time
Gastro Acid	Poison	Status			0	The target's Ability is disabled until the end of the battle.	10	No	40	Single Pokémon within 10m	10	The user hurls up its stomach acids on the target. The fluid eliminates the effect of the target’s Ability.	OK	
Gear Grind	Steel	Physical	50	17	0	Gear Grind deals damage and will strike twice (with 50 base power each time). See the rules for "Multi-Hit Moves" for details.	15	Yes	32	One or two adjacent Pokémon	3	The user attacks by throwing steel gears at its target twice.	OK	
Gear Up	Steel	Status			0	The user engages its gears to raise the Attack and Sp. Atk stats of all ally Pokémon with the Plus or Minus Ability.	20	No	24	All ally Pokémon within view which have the Plus or Minus Ability	2	The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.	OK	
Geomancy	Fairy	Status			0	Geomancy charges on the first turn. On the second turn it raises the user's Special Attack, Special Defense and Speed by two stages each, using up that turn's action (but not movement). Geomancy is the signature move of Xerneas. In battle, rainbow-colored light erupts from the ground around the user.	10	No	55	Self	1	The user absorbs energy and sharply raises its Sp. Atk, Sp. Def, and Speed stats on the next turn.	OK	
Giga Drain	Grass	Special	75	20	0	Giga Drain deals damage and the user will recover 50% of the HP drained. If used on a Pokémon with the ability Liquid Ooze, the user instead loses the HP it would have otherwise gained.	10	No	28	Single adjacent Pokémon	41	A nutrient-draining attack. The user’s HP is restored by half the damage taken by the target.	OK	
Giga Impact	Normal	Physical	150	18	0	Giga Impact deals damage, but the user must recharge on the next turn (losing both movement and action). If the user has the ability Truant, it will recharge in the same turn that it loafs around. Giga Impact is the Physical counterpart to Hyper Beam.	5	Yes	60	Single adjacent Pokémon	22	The user charges at the target using every bit of its power. The user can’t move on the next turn.	OK	
Glacial Lance	Ice	Physical	130	20	0	The user attacks by hurling a blizzard-cloaked icicle lance at opposing Pokémon.	5	No	1	All enemy Pokémon within 10m	1	The user attacks by hurling a blizzard-cloaked icicle lance at opposing Pokémon.	OK	limit to once per battle?
